date,temp_mean_all,surface_temp_mean_all,soil_temp_10_mean_all,soil_temp_20_mean_all,soil_temp_50_mean_all,relhum_mean_all,abshum_mean_all,dew_point_temp_mean_all,windspeed_mean,windspeed_az_mean,windspeed_el_mean,winddirection_mean,winddirection_az_mean_angle,winddirection_el_mean_angle,precipitation_sum_all,pressure_mean_all,pressure_reduced_mean_all,global_radiation_short_wave_mean,global_radiation_long_wave_mean,reflex_radiation_short_wave_mean,reflex_radiation_long_wave_mean,albedo_mean_all,net_solar_rad_mean,net_far_infrared_rad_mean,sky_temp_mean,ground_temp_mean,total_net_rad_mean,precipitation_sum_730,precipitation_sum_550,wind_u_mean,wind_v_mean,rgs_roof_global_radiation_short_wave_mean,rgs_roof_diffuse_radiation_short_wave_mean,rgs_roof_diffuse_radiation_short_wave_corrected_mean,rgs_roof_global_radiation_long_wave_mean,rgs_roof_direct_radiation_mean,rgs_roof_direct_rad_perpendicular_mean,rgs_roof_sunshine_duration_sum
2019-09-14,13.122916666666667,12.590277777777779,15.359722222222224,15.700000000000001,16.24375,72.00486111111111,7.75126650155498,7.3694444444444445,0.8958333333333334,0.9249999999999999,0.1909722222222222,70.11967686922593,36.555734787304814,5.861360321769668,0.0,1016.6298611111112,1032.1402777777778,198.31944444444446,306.6018877395674,36.229166666666664,373.2129988506785,0.19104106560880482,311.38157894736844,-66.61111111111111,-2.0417282098518275,11.404862687666226,95.47916666666667,0.0,0.0,-0.8424461160904185,-0.3046340470060433,,,,,,,
2019-09-15,15.894444444444446,14.939583333333335,15.08472222222222,15.24097222222222,15.972222222222221,67.22777777777777,8.47689436578731,8.710416666666667,1.7013888888888888,1.7333333333333334,0.34652777777777777,251.08858775593217,249.9514139402441,13.631897818953838,0.0,1008.1479166666666,1023.376388888889,187.28472222222223,329.29407552125485,34.71527777777778,387.2385199656993,0.1927663003235628,284.85897435897436,-57.94444444444444,2.7322455868061786,14.068635422009272,94.625,0.0,0.0,1.60954931485069,0.5514300991950309,,,,,,,
2019-09-16,13.877083333333333,13.350000000000001,15.413888888888888,15.58888888888889,15.899999999999999,94.54166666666667,11.30567151847005,13.079166666666667,1.0006944444444443,1.03125,0.20069444444444443,268.41253230194434,271.96278541712593,6.064164707641051,4.4,1005.0916666666667,1020.3791666666667,27.305555555555557,374.871137300204,2.736111111111111,383.7253039668706,0.1393819331679051,51.541666666666664,-8.854166666666666,11.947247296125308,13.643607282956403,15.715277777777779,4.4,4.4,1.0003103763419479,0.02772223159498052,,,,,,,
2019-09-17,12.666666666666666,12.290277777777778,14.858333333333333,15.163194444444445,15.788194444444445,78.05486111111111,8.57356254867109,8.7375,2.2930555555555556,2.3375000000000004,0.3986111111111111,276.20636510055226,274.3099648513536,16.94852714230336,0.0,1006.2437500000001,1021.6173611111111,102.40972222222223,334.05218649551057,17.77777777777778,373.8369087177328,0.17270977021613254,166.45333333333335,-39.78472222222222,3.7141472625833387,11.739438001217579,44.84722222222222,0.0,0.0,2.279615865170436,-0.24790177112606884,,,,,,,
2019-09-18,10.9375,11.568750000000001,13.880555555555555,14.315972222222221,15.50902777777778,73.63263888888889,7.108785720639477,6.004861111111111,1.44375,1.4284722222222221,0.2965277777777778,297.45047494121775,301.81590859549794,11.113052536719726,0.0,1011.1680555555556,1026.7083333333333,150.63194444444446,313.6083246873371,26.42361111111111,366.6708246873371,0.17847706399779825,242.72,-53.0625,-0.6151259661847632,10.223021633085033,71.14583333333333,0.0,0.0,1.2811976473634454,-0.6655423734747268,,,,,,,
2019-09-19,9.494444444444445,9.629166666666666,13.920833333333333,14.27222222222222,15.258333333333333,75.52777777777777,6.540648086248351,4.706944444444444,0.8652777777777777,0.8687499999999999,0.1701388888888889,224.42610596399322,280.0327622342684,5.948065617358979,0.0,1014.6673611111112,1030.34375,170.11805555555554,294.2624128448169,29.45138888888889,358.8179684003724,0.17928635819602462,282.45205479452056,-64.55555555555556,-4.835907185768078,8.588885212662401,76.11111111111111,0.0,0.0,0.6056847590908275,0.6179414254774763,,,,,,,
2019-09-20,10.381250000000001,10.334027777777777,13.754861111111111,14.039583333333333,15.024999999999999,71.47291666666666,6.4147269077385225,4.488194444444444,0.7868055555555555,0.8090277777777778,0.16527777777777777,120.13106182600075,64.63694573655056,5.108627350500886,0.0,1012.6715277777779,1028.267361111111,175.73611111111111,298.6744586918532,30.604166666666668,362.3827920251865,0.1839400847758971,290.8904109589041,-63.708333333333336,-3.827309885143753,9.23055664929794,81.42361111111111,0.0,0.0,-0.6804919237774455,0.39496040804966476,,,,,,,
2019-09-21,13.986805555555556,12.830555555555556,14.15763888888889,14.219444444444443,14.84861111111111,63.74444444444445,6.902813939769685,5.727083333333334,1.1326388888888888,1.2034722222222223,0.21041666666666667,116.53492709165893,101.05859900844303,5.60036247692821,0.0,1003.9118055555555,1019.1833333333333,183.38888888888889,310.18254217006796,33.09722222222222,373.49504217006796,0.1907775088950986,296.47297297297297,-63.3125,-1.3237986865263243,11.313202130289245,86.97916666666667,0.0,0.0,-1.0133291960474835,0.505998807371339,,,,,,,
2019-09-22,18.069444444444443,17.71527777777778,15.261805555555554,14.895833333333334,14.819444444444445,64.21319444444445,9.561997594339177,10.523611111111112,0.9701388888888888,0.9437500000000001,0.29444444444444445,185.03680677130774,210.92080586123902,9.959249562251637,0.0,994.7430555555555,1009.6694444444444,155.5625,354.2994767531555,25.819444444444443,397.9730878642666,0.1682930236977284,232.76543209876544,-43.673611111111114,7.628057333268357,15.895929026921534,86.06944444444444,2.5,2.0,0.08517400300104386,0.9663927012076126,,,,,,,
2019-09-23,15.559027777777779,15.454166666666667,16.44236111111111,16.12777777777778,15.167361111111111,86.80347222222223,11.426715480450376,13.314583333333333,1.3104166666666666,1.2944444444444445,0.34930555555555554,248.02833199078697,251.47058304671478,13.110856921226729,2.9,999.0944444444444,1014.2020833333333,85.40277777777777,366.1906027282828,14.229166666666666,392.7322693949494,0.16640944376020447,139.45333333333335,-26.541666666666668,10.211484752737556,15.274181887241209,44.63194444444444,0.4,0.9,1.2152397663819414,0.490289863735466,,,,,,,
2019-09-24,15.104166666666666,14.836805555555555,15.314583333333335,15.359722222222224,15.322222222222223,77.74444444444445,9.825973764603265,11.01388888888889,1.0215277777777778,0.9701388888888888,0.37222222222222223,205.4652765085163,213.83388199995076,12.597258235212623,0.8,995.376388888889,1010.4541666666667,86.36111111111111,355.160137148745,13.86111111111111,386.9240260376339,0.15437881286890076,148.68055555555554,-31.76388888888889,8.035312864836943,14.180748517108919,40.736111111111114,1.3,1.3,0.43922018545116537,0.9222822938037187,,,,,,,
2019-09-25,15.072916666666666,15.511805555555554,15.681944444444444,15.552777777777777,15.30347222222222,83.65347222222222,10.65019051442649,12.227777777777778,1.4666666666666666,1.3729166666666666,0.5111111111111111,242.6900000143031,243.7729342877491,18.796321351045588,2.9,991.1500000000001,1006.1611111111112,80.54861111111111,372.5717071881087,11.972222222222221,392.030040521442,0.1573345839351197,137.86301369863014,-19.458333333333332,11.54429909580321,15.184791259613895,49.11805555555556,2.4,2.4,1.3031878490210644,0.6729134723535874,,,,,,,
2019-09-26,15.73611111111111,15.268055555555556,15.554166666666667,15.522916666666667,15.399999999999999,90.14861111111111,12.087018179054404,14.192361111111111,1.192361111111111,1.1041666666666667,0.49583333333333335,209.28403957441733,213.3178740955959,18.617306750891117,4.7,993.4909722222224,1008.501388888889,36.166666666666664,379.1937212627493,4.465277777777778,393.97844348497154,0.13592352582539416,64.8082191780822,-14.784722222222221,12.779159113626058,15.555302123930261,16.916666666666668,7.8,7.8,0.5832309265611607,1.039983992950244,,,,,,,
2019-09-27,15.299999999999999,15.445833333333333,15.789583333333333,15.700000000000001,15.405555555555557,79.75347222222223,10.240322252851428,11.62638888888889,1.8479166666666669,1.7069444444444446,0.6152777777777777,235.7361260967832,236.23397286500438,22.355404657317827,3.1,993.8562499999999,1008.8972222222224,109.65277777777777,354.7188863522104,18.40972222222222,390.50360857443263,0.16422376414353004,191.32857142857142,-35.78472222222222,8.011303558071539,14.889787657457257,55.458333333333336,0.2,0.2,1.5272170940053997,1.0403864448954279,,,,,,,
